,Date,timestamp,UserAccelerationX,UserAccelerationY,UserAccelerationZ,AttitudeRoll,AttitudePitch,AttitudeYaw,GravityX,GravityY,GravityZ,RotationRateX,RotationRateY,RotationRateZ
322,37:40.4,1730438821.0,-0.004359901,0.012956738,-0.020308018,0.287436753,0.719369227,0.573399551,0.631877661,-0.283495069,-0.721360624,-0.018994372,-8.86e-05,0.171416551
323,37:40.4,1730438821.0,-0.004450619,-0.006234676,-0.026030123,0.287950267,0.719099128,0.57483825,0.63158679,-0.283987492,-0.721421599,-0.025510062,0.009776534,0.16166459
324,37:40.4,1730438821.0,-0.004054844,-0.01485455,-0.019278646,0.288333628,0.71903069,0.576165435,0.631465733,-0.284355044,-0.721382916,-0.020015555,0.024647357,0.15026392
325,37:40.4,1730438821.0,0.000973701,-0.011326849,-0.004415631,0.288718643,0.719140262,0.577436637,0.631472588,-0.284724146,-0.721231282,-0.027797844,0.038922168,0.143760473
326,37:40.5,1730438821.0,-0.000743747,-0.010831058,0.007855415,0.28931553,0.719222772,0.578673539,0.631420016,-0.285296261,-0.721051216,-0.010547482,0.02012318,0.14708741
327,37:40.5,1730438821.0,0.002487242,-0.007702351,0.013419688,0.290144171,0.719190561,0.579792769,0.631240845,-0.286090374,-0.720893443,0.000626076,0.009618608,0.149738327
328,37:40.5,1730438821.0,0.018565357,-0.003573418,0.008442879,0.290981798,0.719077564,0.58100444,0.631001294,-0.286892891,-0.720784187,-0.01124166,0.014197647,0.154992938
329,37:40.5,1730438821.0,0.010856688,0.000368655,0.00699538,0.291704203,0.718826755,0.582393675,0.630683839,-0.287584841,-0.720786273,-0.03035197,0.014467426,0.16266951
330,37:40.5,1730438821.0,-0.000838697,-0.000550866,0.013945937,0.292305463,0.718317355,0.584016432,0.630202651,-0.288160652,-0.720977128,-0.049379006,0.00581588,0.161860272
331,37:40.5,1730438821.0,0.002070606,-0.012057722,0.0167135,0.292909246,0.717785107,0.585692126,0.629704297,-0.288738787,-0.721181273,-0.065020017,0.017777734,0.15968287
332,37:40.5,1730438821.0,0.004170358,-0.007116586,0.021432281,0.293480238,0.717436074,0.587476218,0.629344046,-0.289285392,-0.721276641,-0.075528376,0.037192978,0.164130732
333,37:40.5,1730438821.0,-0.012523293,0.005585223,0.016457558,0.293965239,0.717268589,0.589284165,0.62913096,-0.289749622,-0.721276224,-0.084317073,0.036879525,0.154545754
334,37:40.5,1730438821.0,-0.016760945,-0.004253596,0.004079878,0.294382996,0.717224911,0.591039715,0.629019797,-0.29014945,-0.721212387,-0.081662834,0.043576576,0.150163293
335,37:40.5,1730438821.0,-0.011659026,-0.011652201,-0.006040156,0.294815589,0.717395315,0.592654892,0.629060149,-0.290563405,-0.721010625,-0.067532629,0.063866667,0.13662912
336,37:40.6,1730438821.0,-0.01090759,-0.017722666,-0.012602329,0.295169056,0.71792844,0.593994499,0.629376888,-0.290901601,-0.720597744,-0.058483943,0.079922065,0.115319677
337,37:40.6,1730438821.0,-0.017289579,-0.02162531,-0.019339263,0.295364211,0.718430379,0.595319992,0.629701078,-0.291088313,-0.720238984,-0.074261315,0.079820603,0.115386516
338,37:40.6,1730438821.0,-0.018683553,-0.03383249,-0.017953157,0.295491643,0.718874452,0.596739543,0.629996419,-0.291210234,-0.719931364,-0.084413841,0.075226113,0.106580779
339,37:40.6,1730438821.0,-0.013705671,-0.043511957,-0.011776984,0.295725307,0.719355891,0.59805785,0.630298138,-0.291433752,-0.719576776,-0.059190247,0.079938047,0.105272636
340,37:40.6,1730438821.0,-0.019307137,-0.021215111,0.003334045,0.296096101,0.720114683,0.599154259,0.63077265,-0.291788429,-0.719017029,-0.066035904,0.096324742,0.099339381
341,37:40.6,1730438821.0,-0.018343508,0.008257419,0.015956223,0.296391448,0.720466453,0.600388396,0.63096863,-0.292070895,-0.718730271,-0.047998846,0.050328754,0.121489689
342,37:40.6,1730438821.0,-0.019186497,0.024271429,0.021635652,0.296973748,0.7205006,0.601692716,0.630880892,-0.292627782,-0.718580782,-0.037395563,0.054228686,0.126158327
343,37:40.6,1730438821.0,-0.003484845,0.019860089,0.016539812,0.297722184,0.720552797,0.602921936,0.630773723,-0.293343365,-0.718383074,-0.010580726,0.051830243,0.137253046
344,37:40.6,1730438821.0,-0.00936532,0.020752102,0.009877145,0.298623468,0.720591703,0.604081835,0.630626917,-0.294204891,-0.718159616,-0.011710219,0.054855328,0.130303904
345,37:40.6,1730438822.0,-0.015640974,0.014565468,0.006955087,0.299510476,0.720582758,0.605236855,0.630448043,-0.295052499,-0.717968822,-0.012125139,0.053081397,0.125415936
346,37:40.7,1730438822.0,-0.011411607,-0.010664642,0.005502999,0.300397212,0.720564838,0.606330572,0.630262315,-0.295899659,-0.717783213,-0.008746278,0.055484634,0.107583135
347,37:40.7,1730438822.0,-0.015813053,-0.021625876,0.005526721,0.301318194,0.720782924,0.607192165,0.630238712,-0.296779275,-0.717440784,-4.47e-05,0.062444806,0.091120809
348,37:40.7,1730438822.0,-0.022464871,-0.024359912,0.008218825,0.301938582,0.721206454,0.607816742,0.630420804,-0.297371656,-0.717035353,-0.006869923,0.073561907,0.057812706
349,37:40.7,1730438822.0,-0.031593025,-0.037894517,0.012082398,0.302082359,0.721803982,0.6083119,0.63082093,-0.297508925,-0.716626465,-0.024455842,0.082628638,0.030975768
350,37:40.7,1730438822.0,-0.038156092,-0.047235042,0.021939278,0.301936288,0.722533164,0.608646277,0.631372035,-0.29736945,-0.716198862,-0.018721163,0.084757566,0.015458114
351,37:40.7,1730438822.0,-0.044561088,-0.05283007,0.028624237,0.301813621,0.723346818,0.608758128,0.631978691,-0.297252327,-0.715712249,0.004946083,0.081274688,-0.003156051
352,37:40.7,1730438822.0,-0.036752343,-0.042362839,0.026887774,0.301877223,0.724116032,0.608570412,0.632516503,-0.297313064,-0.715211689,0.039138202,0.061189391,-0.005729623
353,37:40.7,1730438822.0,-0.024975538,-0.022861809,0.022575259,0.302197205,0.72474197,0.60814739,0.632901013,-0.297618568,-0.714744449,0.068539768,0.049782272,-0.012102036
354,37:40.7,1730438822.0,-0.01331383,-0.007736474,0.021260262,0.302696764,0.72536566,0.607541231,0.633247912,-0.298095435,-0.714238226,0.077266134,0.046343066,-0.015244724
355,37:40.7,1730438822.0,-0.011119485,0.0051893,0.029603601,0.303209986,0.725960916,0.606868192,0.633571327,-0.298585296,-0.713746607,0.069137901,0.040836181,-0.025194561
356,37:40.8,1730438822.0,-0.020306766,0.005976856,0.037470043,0.303475586,0.726528593,0.606282186,0.633923709,-0.298838764,-0.713327527,0.034722134,0.044616539,-0.031801865
357,37:40.8,1730438822.0,-0.021248698,-0.001097322,0.042985737,0.303529783,0.727051477,0.605872885,0.634285808,-0.298890501,-0.712983906,0.013262117,0.042557918,-0.039012372
358,37:40.8,1730438822.0,-0.020843387,-0.016398728,0.035615802,0.303501113,0.727566554,0.605453693,0.634658694,-0.298863143,-0.712663472,0.018334843,0.046779294,-0.050129525
359,37:40.8,1730438822.0,-0.014774919,-0.015033245,0.024363816,0.303524907,0.728264942,0.604833615,0.635151505,-0.298885822,-0.712214768,0.037790034,0.060311612,-0.061129976
360,37:40.8,1730438822.0,-0.012571096,-0.004691601,0.017029107,0.303568849,0.729082461,0.603977003,0.635724783,-0.298927784,-0.711685479,0.058829524,0.055236962,-0.07141079
361,37:40.8,1730438822.0,-0.018807352,-0.011580408,0.01288873,0.303673337,0.729941761,0.602909347,0.636315286,-0.299027473,-0.711115599,0.073955216,0.05938803,-0.081501506
362,37:40.8,1730438822.0,-0.010840595,-0.011905521,0.016291857,0.303668437,0.730925517,0.601770688,0.637015522,-0.299022794,-0.710490406,0.067154534,0.064336181,-0.086531103
363,37:40.8,1730438822.0,-0.010738194,-0.005491257,0.023557305,0.30356234,0.731868717,0.600660897,0.637706518,-0.298921555,-0.709912837,0.054898933,0.055421785,-0.084168613
364,37:40.8,1730438822.0,-0.013887048,-0.014644712,0.021121025,0.303356387,0.732721623,0.599635808,0.63835299,-0.298725009,-0.709414423,0.040957458,0.056649234,-0.091080792
365,37:40.8,1730438822.0,-0.006936371,-0.022325397,0.0176332,0.303014885,0.733690169,0.59861582,0.639108062,-0.298399091,-0.708871543,0.02708292,0.068964757,-0.103090584
366,37:40.9,1730438822.0,-0.016104937,-0.012970418,0.015291214,0.302504742,0.734641739,0.597676669,0.639884233,-0.297912151,-0.708375931,0.011587426,0.067471787,-0.109005734
367,37:40.9,1730438822.0,-0.025051773,-0.008943409,0.010010362,0.301880027,0.735550368,0.596803321,0.640652418,-0.297315747,-0.707932115,-0.001785371,0.062278889,-0.111074477
368,37:40.9,1730438822.0,-0.01455152,-0.008684367,0.009683013,0.301160576,0.736379452,0.595902909,0.641382635,-0.296628743,-0.70755899,0.000241562,0.053975154,-0.114875071
369,37:40.9,1730438822.0,-0.005525768,-0.000158042,0.009960592,0.300422171,0.737174376,0.595011295,0.64209193,-0.295923501,-0.707210958,-0.000117699,0.056076653,-0.119006433
370,37:40.9,1730438822.0,-0.000362754,0.005392283,0.013538003,0.299699363,0.73795609,0.594014174,0.642788291,-0.295232981,-0.70686686,0.010188045,0.044182979,-0.128999352
371,37:40.9,1730438822.0,0.001019359,0.004295886,0.015194297,0.299015042,0.738744577,0.592881185,0.643481374,-0.294579089,-0.706508994,0.023488138,0.046909787,-0.132759467
372,37:40.9,1730438822.0,-0.000152051,0.003815055,0.009680748,0.298432097,0.739613012,0.591609929,0.644210279,-0.294021964,-0.706076622,0.037866045,0.053969029,-0.137706205
373,37:40.9,1730438822.0,-0.00862968,0.001486659,-0.001397908,0.297816021,0.740555405,0.590335633,0.644997537,-0.29343307,-0.705602825,0.014609991,0.065150045,-0.146107137
374,37:40.9,1730438822.0,-0.017950296,-0.006254435,-0.006667435,0.297028874,0.741607353,0.589075844,0.645895243,-0.292680472,-0.70509398,0.013004871,0.073164828,-0.156809896
375,37:40.9,1730438822.0,-0.020210385,-0.014401108,-0.003924191,0.296073161,0.742662703,0.587790441,0.646827817,-0.291766495,-0.704617679,-0.002801255,0.083389238,-0.173636287
376,37:41.0,1730438822.0,-0.024791658,-0.01667732,0.000980794,0.294921967,0.74390546,0.586470685,0.647930026,-0.290665179,-0.704059958,-0.005080921,0.096978284,-0.185981631
377,37:41.0,1730438822.0,-0.026566207,-0.01015234,0.008527994,0.293624479,0.745305859,0.584996397,0.649170578,-0.289423466,-0.703428507,-0.000960212,0.102637231,-0.205418974
378,37:41.0,1730438822.0,-0.02161026,-0.01399821,0.009409666,0.292221269,0.746872432,0.583312339,0.650547087,-0.288080037,-0.702708006,0.011062095,0.110078372,-0.225433171
379,37:41.0,1730438822.0,-0.016067028,-0.015281737,0.002581716,0.290769689,0.748548194,0.581369142,0.652007639,-0.286689699,-0.701922476,0.0222764,0.113713056,-0.247110501
380,37:41.0,1730438822.0,-0.012517571,-0.015741855,-0.007759333,0.28914306,0.750301765,0.579294256,0.653554559,-0.285130948,-0.701118231,0.005942435,0.124511637,-0.271561235
381,37:41.0,1730438822.0,-0.015472233,-0.025538206,-0.017173409,0.287201195,0.752129875,0.577218107,0.655212283,-0.283269167,-0.70032531,-0.02514278,0.143254697,-0.299473852
382,37:41.0,1730438822.0,-0.024138451,-0.044703722,-0.016779184,0.284894468,0.754043421,0.575202365,0.656996727,-0.281056166,-0.699544728,-0.058086351,0.159215018,-0.322381824
383,37:41.0,1730438822.0,-0.029575408,-0.052329272,-0.012984574,0.282244243,0.756007924,0.573290893,0.658878386,-0.278511792,-0.69879216,-0.099817626,0.164382622,-0.344373733
384,37:41.0,1730438822.0,-0.0292992,-0.054037303,-0.004181564,0.27918033,0.758054865,0.571487315,0.660890996,-0.2755678,-0.698058426,-0.135766104,0.180089146,-0.370301187
385,37:41.0,1730438822.0,-0.028936148,-0.056520849,0.000634968,0.275646123,0.760275837,0.569742231,0.66310668,-0.272168726,-0.697290242,-0.169607684,0.197727799,-0.395605206
386,37:41.1,1730438822.0,-0.033712387,-0.059031546,-0.000914216,0.271754622,0.762628554,0.567990268,0.665472031,-0.268422067,-0.696488738,-0.183406383,0.199754193,-0.425814211
387,37:41.1,1730438822.0,-0.035516024,-0.060958713,-0.00389713,0.267348974,0.765237572,0.56596486,0.668099642,-0.264175534,-0.695596278,-0.1767634,0.216799229,-0.462562114
388,37:41.1,1730438822.0,-0.031502724,-0.061477363,-0.007973373,0.26273239,0.768091497,0.563622802,0.670922279,-0.259720147,-0.694556534,-0.173840418,0.233074337,-0.50123781
389,37:41.1,1730438822.0,-0.037925184,-0.060324997,-0.012307525,0.257845484,0.77113774,0.561080752,0.673911512,-0.254997849,-0.69341141,-0.179729193,0.233364612,-0.532595754
390,37:41.1,1730438822.0,-0.045438886,-0.056454837,-0.013243377,0.252872133,0.774374336,0.558085011,0.677030742,-0.250185788,-0.692124665,-0.137650728,0.263462603,-0.577887416
391,37:41.1,1730438822.0,-0.041735709,-0.050694972,-0.018212616,0.247792511,0.778027835,0.554489897,0.680438042,-0.2452645,-0.690542817,-0.101181671,0.299366534,-0.625334859
392,37:41.1,1730438822.0,-0.05771935,-0.043235376,-0.026932836,0.24267844,0.782083224,0.550455255,0.6841079,-0.240303442,-0.688658595,-0.072445624,0.311034113,-0.656483591
393,37:41.1,1730438822.0,-0.076601505,-0.033671424,-0.016307831,0.237490938,0.786285264,0.546081066,0.687868655,-0.235264733,-0.686649323,-0.058786005,0.316953242,-0.682357252
394,37:41.1,1730438822.0,-0.065330982,-0.037201598,-0.011883736,0.232088275,0.79057961,0.541417883,0.691704273,-0.230010316,-0.684573114,-0.061233751,0.321941882,-0.725701511
395,37:41.1,1730438822.0,-0.0603652,-0.036271885,-0.012510002,0.226321133,0.794963915,0.536424273,0.695634365,-0.224393994,-0.682451546,-0.056536205,0.335826546,-0.780817747
396,37:41.2,1730438822.0,-0.064779103,-0.049991727,-0.017931521,0.220185223,0.799567835,0.530937928,0.699743092,-0.218410373,-0.680188596,-0.031767752,0.346198767,-0.849398971
397,37:41.2,1730438822.0,-0.075683296,-0.079959229,-0.030849338,0.213592301,0.804507355,0.524757436,0.704116583,-0.211971924,-0.677707791,-0.010148745,0.379437417,-0.944556594
398,37:41.2,1730438822.0,-0.08949101,-0.112025186,-0.039818287,0.206610834,0.80996681,0.517601355,0.708860517,-0.205144003,-0.674857616,0.053090882,0.409433126,-1.039533615
399,37:41.2,1730438822.0,-0.10231483,-0.139933899,-0.043546796,0.199288516,0.815840611,0.509250936,0.713887155,-0.197971985,-0.671693623,0.138222292,0.426789463,-1.145014167
400,37:41.2,1730438822.0,-0.107595563,-0.154781193,-0.045518041,0.191852568,0.822056272,0.499543276,0.719106853,-0.190677807,-0.668227017,0.231518418,0.4428249,-1.248031855
401,37:41.2,1730438822.0,-0.096369743,-0.146339774,-0.042922735,0.184120766,0.828507123,0.488697645,0.724467278,-0.183082238,-0.66455102,0.285084188,0.436397374,-1.337053657
402,37:41.2,1730438822.0,-0.087816775,-0.135472044,-0.039107442,0.176012773,0.834888048,0.477084763,0.729769349,-0.175105348,-0.660889506,0.30769524,0.421629608,-1.405867696
403,37:41.2,1730438822.0,-0.083781004,-0.135045633,-0.028954506,0.167494228,0.841106142,0.464925096,0.734949827,-0.166712165,-0.657309592,0.334126323,0.404551804,-1.466917157
404,37:41.2,1730438822.0,-0.086624503,-0.150467575,-0.014194548,0.158622651,0.8471768,0.452219715,0.740005851,-0.157958299,-0.653789341,0.357328415,0.402778953,-1.529597998
405,37:41.2,1730438822.0,-0.102158427,-0.142151654,0.001851022,0.149388461,0.853150744,0.438978956,0.744965434,-0.148833439,-0.650288463,0.398656666,0.384197801,-1.591656089
406,37:41.3,1730438822.0,-0.110796511,-0.109582558,0.024728596,0.140112479,0.858911919,0.424969933,0.749712527,-0.139654487,-0.646859884,0.481952906,0.369163454,-1.630777955
407,37:41.3,1730438822.0,-0.102015555,-0.084735334,0.036025643,0.131109309,0.864564498,0.409937731,0.754283011,-0.130734012,-0.643401742,0.609864831,0.354643911,-1.6755234
408,37:41.3,1730438822.0,-0.086440325,-0.058341168,0.027073383,0.122491635,0.870028869,0.393669986,0.758620501,-0.122185551,-0.639973164,0.740711272,0.333991617,-1.735839844
409,37:41.3,1730438822.0,-0.068787694,-0.022315003,0.011865616,0.114178653,0.8752845,0.376095588,0.762726963,-0.113930725,-0.636606157,0.869359255,0.304187387,-1.789673448
410,37:41.3,1730438822.0,-0.046637475,-0.011758745,-2.71e-05,0.106192813,0.880236796,0.357135773,0.766547203,-0.105993338,-0.633380473,1.014453053,0.264804572,-1.850591779
411,37:41.3,1730438822.0,-0.032106459,-0.035290331,-0.013254941,0.09853603,0.884754651,0.336841427,0.770006299,-0.098376654,-0.630406559,1.125636578,0.224622265,-1.905886173
412,37:41.3,1730438822.0,-0.018129528,-0.060177103,-0.015597045,0.090918549,0.888815375,0.315465633,0.773119211,-0.090793341,-0.627728701,1.229913473,0.195334941,-1.958863735
413,37:41.3,1730438822.0,-0.007445216,-0.095782436,0.010523438,0.083421942,0.892579326,0.293081894,0.775984645,-0.083325215,-0.625223756,1.289095044,0.162306949,-2.026857853
414,37:41.3,1730438822.0,-0.01050967,-0.154480308,0.025101781,0.075771,0.895849187,0.269920674,0.778499842,-0.075698517,-0.623063147,1.360538483,0.121685758,-2.059968948
415,37:41.3,1730438822.0,-0.006627977,-0.159656197,0.050023675,0.068164525,0.898610556,0.245927759,0.78064537,-0.068111748,-0.621251702,1.438358784,0.086812466,-2.119428158
416,37:41.4,1730438822.0,0.015097082,-0.145226985,0.067759097,0.060620661,0.900806591,0.221092928,0.78238821,-0.060583539,-0.619837284,1.513228893,0.032805689,-2.149657249
417,37:41.4,1730438822.0,0.02346307,-0.12016812,0.063547015,0.053349623,0.90224628,0.195449102,0.783604801,-0.053324319,-0.618966937,1.605399609,-0.036958214,-2.172941923
418,37:41.4,1730438822.0,0.040491462,-0.107525364,0.06093061,0.046483079,0.902798764,0.168994692,0.784215629,-0.046466343,-0.618746161,1.697133899,-0.116231732,-2.184326887
419,37:41.4,1730438822.0,0.052494168,-0.092704095,0.062651515,0.040088604,0.902457435,0.141909709,0.78422159,-0.040077869,-0.619185269,1.752807975,-0.187968507,-2.182163477
420,37:41.4,1730438822.0,0.046398282,-0.07952112,0.082606733,0.034132966,0.901254374,0.114336929,0.783649266,-0.034126338,-0.620265365,1.845621347,-0.261745512,-2.171500683
421,37:41.4,1730438822.0,0.03852725,-0.085098654,0.109221697,0.028796921,0.899122545,0.086099104,0.782456577,-0.02879294,-0.62203902,1.91608274,-0.33671084,-2.18100214
422,37:41.4,1730438822.0,0.031263292,-0.074219838,0.117586255,0.023911722,0.896195727,0.057313816,0.780733168,-0.023909444,-0.624406874,1.982506156,-0.40598473,-2.178104401
423,37:41.4,1730438822.0,0.025783598,-0.034248639,0.126655996,0.019539816,0.892447678,0.027951012,0.778461337,-0.019538574,-0.627388299,2.058118343,-0.473330736,-2.186668396
424,37:41.4,1730438822.0,0.029019415,-0.011811191,0.13068372,0.015807876,0.887926539,-0.002116365,0.775668085,-0.015807217,-0.63094306,2.168643475,-0.53869915,-2.184087753
425,37:41.4,1730438822.0,0.035098433,0.012114012,0.113486767,0.013182508,0.882615578,-0.033190392,0.772335649,-0.013182126,-0.635077834,2.31662178,-0.615231156,-2.16637826
426,37:41.4,1730438822.0,0.041191757,0.020830393,0.105257809,0.01167538,0.876457136,-0.065191782,0.768424273,-0.011675115,-0.639834106,2.419774771,-0.698449373,-2.152117729
427,37:41.5,1730438822.0,0.051346719,0.024351902,0.105563879,0.010924375,0.869452798,-0.097556243,0.76393038,-0.010924158,-0.645206153,2.445627451,-0.778800428,-2.129302979
428,37:41.5,1730438822.0,0.052346349,0.006583907,0.120537519,0.010719237,0.861692961,-0.129786795,0.758902431,-0.010719032,-0.651116133,2.434573412,-0.840732992,-2.091524839
429,37:41.5,1730438822.0,0.048926473,-0.058864098,0.130169451,0.01038048,0.853458701,-0.16135198,0.753517985,-0.010380293,-0.657345355,2.305310011,-0.875088573,-2.096210003
430,37:41.5,1730438822.0,0.033293426,-0.115322001,0.13148874,0.009433991,0.844798301,-0.191893187,0.747803986,-0.009433852,-0.663852632,2.158574104,-0.926916659,-2.095386982
431,37:41.5,1730438822.0,0.012796104,-0.147439614,0.14111656,0.007849159,0.835529496,-0.221532912,0.741629004,-0.007849078,-0.670764446,2.064302921,-0.970040679,-2.102693081
432,37:41.5,1730438822.0,0.008520782,-0.176350534,0.134132624,0.00617513,0.82617406,-0.250820313,0.735329926,-0.006175091,-0.677681148,2.041033268,-0.947254419,-2.105292797
433,37:41.5,1730438822.0,-0.016293883,-0.143949434,0.10398078,0.004793251,0.816740474,-0.280053765,0.72890985,-0.004793233,-0.684592903,2.066871405,-0.982993245,-2.074707508
434,37:41.5,1730438822.0,-0.059989214,-0.052992508,0.070892513,0.004334764,0.806973206,-0.309362894,0.722190082,-0.00433475,-0.691681027,2.152676105,-0.987792253,-2.029316664
435,37:41.5,1730438822.0,-0.043182015,0.021217344,0.046113133,0.005348215,0.797266161,-0.339135189,0.715438485,-0.00534819,-0.698655248,2.241378546,-0.983303726,-1.988397002
436,37:41.5,1730438822.0,-0.035106182,0.038844764,0.018537521,0.006725057,0.787511327,-0.368864544,0.708583415,-0.006725006,-0.705595016,2.169689655,-1.012098789,-1.994789124
437,37:41.6,1730438822.0,-0.03959012,0.048400249,0.012372732,0.00736942,0.777421349,-0.397595407,0.701424837,-0.007369353,-0.712705314,1.972246647,-1.045942545,-2.000137568
438,37:41.6,1730438822.0,-0.013051093,0.008283135,0.039720416,0.006665749,0.767164517,-0.424993077,0.694081366,-0.006665699,-0.71986568,1.754721284,-1.050884366,-2.029692411
439,37:41.6,1730438822.0,0.009525478,-0.104662932,0.059219122,0.004132244,0.756615478,-0.450914353,0.686458409,-0.004132232,-0.727157295,1.449456215,-1.091256499,-2.081480503
440,37:41.6,1730438822.0,0.003882289,-0.191599548,0.071424007,-0.000773136,0.745851855,-0.474980566,0.678597569,0.000773136,-0.734509885,1.130544543,-1.074380636,-2.105618715
441,37:41.6,1730438822.0,-0.014512122,-0.239457279,0.094307542,-0.007554282,0.735220625,-0.497392768,0.670731664,0.00755421,-0.741661608,0.921528459,-1.033474684,-2.123911858
442,37:41.6,1730438822.0,-0.055348337,-0.241932824,0.106420517,-0.015096239,0.724877934,-0.519085058,0.662968516,0.015095665,-0.748495042,0.878544509,-0.992475927,-2.117937088
443,37:41.6,1730438822.0,-0.107388496,-0.14434509,0.090283871,-0.02197137,0.714790621,-0.540852723,0.655301094,0.021969602,-0.755048215,0.970769823,-0.939818323,-2.066299438
444,37:41.6,1730438822.0,-0.149467051,-0.0052392,0.06684041,-0.027230487,0.704953355,-0.563031424,0.647758067,0.027227122,-0.761359453,1.121093869,-0.923924565,-1.994458675
445,37:41.6,1730438823.0,-0.161624074,0.097292721,0.020945132,-0.030977616,0.694960822,-0.585576118,0.640048146,0.030972661,-0.767710268,1.204001069,-0.95453465,-1.936624169
446,37:41.7,1730438823.0,-0.142626524,0.152664304,-0.021281481,-0.033804554,0.684566412,-0.607959206,0.631975889,0.033798117,-0.774250686,1.203972697,-0.988169074,-1.884517431
447,37:41.7,1730438823.0,-0.097875059,0.134921998,-0.04215312,-0.036030024,0.673820254,-0.630122771,0.623570919,0.036022231,-0.78093648,1.247356296,-1.016061068,-1.846642017
448,37:41.7,1730438823.0,-0.053975523,0.087261543,-0.048223913,-0.037472575,0.662734457,-0.652316385,0.614842832,0.037463807,-0.787759364,1.277137995,-1.041841507,-1.827630043
449,37:41.7,1730438823.0,-0.034727216,0.065361224,-0.049495399,-0.038499612,0.651492684,-0.674491563,0.605924726,0.038490102,-0.794590294,1.262117505,-1.049263835,-1.806944013
450,37:41.7,1730438823.0,-0.047831357,0.083124533,-0.025913358,-0.039551194,0.64023767,-0.696217492,0.596918881,0.039540883,-0.801326632,1.19659996,-1.023611903,-1.797833443
451,37:41.7,1730438823.0,-0.083390594,0.082638457,0.010462761,-0.040877568,0.629246999,-0.717381255,0.588044524,0.040866185,-0.807795525,1.082101822,-1.015717268,-1.763884544
452,37:41.7,1730438823.0,-0.117014885,0.064970195,0.022309959,-0.043151728,0.618357406,-0.73716461,0.579157889,0.043138336,-0.814073265,0.851443768,-1.003527164,-1.720253229
453,37:41.7,1730438823.0,-0.146085918,0.035031073,0.024046302,-0.047246648,0.607585613,-0.754862311,0.570249796,0.047229074,-0.820112586,0.522797942,-0.988357365,-1.647316456
454,37:41.7,1730438823.0,-0.139806807,-0.031164426,0.01868546,-0.053284373,0.597012834,-0.770384314,0.561376691,0.053259164,-0.825844884,0.260460019,-0.966207862,-1.59618783
455,37:41.7,1730438823.0,-0.110124528,-0.080948897,-0.022988975,-0.060325088,0.586834869,-0.784533093,0.552720964,0.060288507,-0.831182778,0.165034994,-0.906100571,-1.543283343
456,37:41.7,1730438823.0,-0.106221259,-0.013719194,-0.059766293,-0.067251936,0.577044728,-0.798340367,0.544316351,0.067201249,-0.836184025,0.200963125,-0.892949343,-1.52670908
457,37:41.8,1730438823.0,-0.121795952,0.10549143,-0.064291358,-0.073483998,0.567224403,-0.81231896,0.535843194,0.07341788,-0.841119468,0.261143357,-0.873930097,-1.499758363
458,37:41.8,1730438823.0,-0.113547027,0.171191841,-0.071542442,-0.079073651,0.557714021,-0.826220919,0.527594268,0.078991272,-0.845815957,0.264822334,-0.821166515,-1.440101862
459,37:41.8,1730438823.0,-0.101555467,0.165857106,-0.071760714,-0.084364998,0.54871687,-0.839574498,0.51973778,0.084264956,-0.850160003,0.22510846,-0.762342572,-1.382899046
460,37:41.8,1730438823.0,-0.127238691,0.133934215,-0.074345767,-0.089712088,0.54030006,-0.852092218,0.51232475,0.089591801,-0.854105771,0.148585066,-0.713856578,-1.307812095
461,37:41.8,1730438823.0,-0.140010417,0.08659216,-0.072022736,-0.095468084,0.532345934,-0.86349625,0.505244851,0.09532313,-0.857695282,0.014473589,-0.676120341,-1.228148937
462,37:41.8,1730438823.0,-0.127837211,0.046191916,-0.071300209,-0.101811045,0.524814574,-0.873526499,0.498457968,0.101635247,-0.860935509,-0.10283953,-0.633894622,-1.151331663
463,37:41.8,1730438823.0,-0.104705453,0.014670804,-0.085559428,-0.108574004,0.517670134,-0.88269295,0.491942972,0.108360812,-0.863857627,-0.148129255,-0.595389545,-1.102792025
464,37:41.8,1730438823.0,-0.069330603,0.002872042,-0.117969334,-0.115072803,0.51091644,-0.891408716,0.485742956,0.114819013,-0.866527736,-0.124639593,-0.554387033,-1.049138784
465,37:41.8,1730438823.0,-0.062772572,0.073200636,-0.171312213,-0.121095361,0.504635597,-0.89972289,0.479947865,0.120799616,-0.868940473,-0.127706498,-0.512134373,-0.985899091
466,37:41.9,1730438823.0,-0.113881648,0.161403105,-0.185744703,-0.126670357,0.498728742,-0.907482985,0.474477321,0.126331881,-0.871155262,-0.115549125,-0.471210599,-0.900539696
467,37:41.9,1730438823.0,-0.119167149,0.17463699,-0.149240613,-0.131989825,0.493528578,-0.914394922,0.469615757,0.131606922,-0.873006701,-0.167767316,-0.380171239,-0.810612202
468,37:41.9,1730438823.0,-0.118949056,0.146273866,-0.104579031,-0.137206777,0.489273417,-0.920272799,0.465567708,0.136776686,-0.874379098,-0.201410905,-0.32405284,-0.708888769
469,37:41.9,1730438823.0,-0.139795452,0.125109762,-0.062728345,-0.1422611,0.485572565,-0.925180135,0.462000042,0.141781732,-0.875473559,-0.242453679,-0.288583785,-0.629779816
470,37:41.9,1730438823.0,-0.12760216,0.096437424,-0.047779262,-0.147335402,0.482318804,-0.929159598,0.458809406,0.146802932,-0.876323462,-0.285464644,-0.24897486,-0.546431422
