mean_GravityX,mean_GravityY,mean_GravityZ,mean_UserAccelerationX,mean_UserAccelerationY,mean_UserAccelerationZ,mean_RotationRateX,mean_RotationRateY,mean_RotationRateZ,mean_AttitudeRoll,mean_AttitudePitch,mean_AttitudeYaw,var_GravityX,var_GravityY,var_GravityZ,var_UserAccelerationX,var_UserAccelerationY,var_UserAccelerationZ,var_RotationRateX,var_RotationRateY,var_RotationRateZ,var_AttitudeRoll,var_AttitudePitch,var_AttitudeYaw,label
0.52422,0.8278099999999998,-0.19241,-0.0033,-0.0037199999999999998,-0.00019999999999999968,-0.004529999999999999,0.002100000000000001,0.0027400000000000007,1.2193599999999998,-0.9754799999999999,2.32417,0.0010259713131313135,0.00017130696969696967,0.0018542443434343434,0.00024059595959595955,0.0008988905050505052,0.00023432323232323223,0.002321605151515152,0.0007450606060606064,0.0023346387878787874,0.007297505454545455,0.0005208581818181823,0.0082279809090909,LeftHand
0.5227200000000001,0.8289299999999997,-0.19175999999999999,-0.0039000000000000003,-0.003860000000000001,-0.0009299999999999997,-0.006010000000000001,0.0018400000000000007,0.004030000000000001,1.21955,-0.97746,2.32479,0.0010060218181818185,0.00016333848484848483,0.001853436767676768,0.0002673232323232325,0.0009002024242424241,0.00028824757575757583,0.002445363535353536,0.0007761559595959595,0.002409988989898989,0.007303664141414146,0.0004980892929292925,0.008242005959595965,LeftHand
0.5225799999999999,0.8290699999999999,-0.19146999999999997,-0.00415,-0.004430000000000001,-0.0015599999999999998,-0.00529,0.001420000000000001,0.0038099999999999996,1.2199700000000002,-0.9777199999999999,2.3264099999999996,0.0009922056565656574,0.00015945969696969705,0.0018549586868686861,0.00026883585858585864,0.0009159041414141415,0.0002733397979797978,0.0025008342424242412,0.0007928117171717172,0.0025667009090909083,0.007290817272727274,0.0004868096969696972,0.008072890808080812,LeftHand
0.52325,0.8286099999999998,-0.19163,-0.00451,-0.005520000000000001,-0.0017599999999999998,-0.0059,0.0006200000000000012,0.003299999999999999,1.2201400000000002,-0.9768899999999999,2.32638,0.0009933611111111115,0.00015882616161616163,0.0018534071717171703,0.0002598685858585857,0.0008883127272727271,0.0002748105050505048,0.002480333333333331,0.0008289248484848481,0.0025722929292929294,0.00728779838383838,0.0004833716161616164,0.00806854101010102,LeftHand
0.5153899999999999,0.82215,-0.2034,-0.0051,-0.0033700000000000006,-0.00358,0.00058,0.0003700000000000006,0.00793,1.19909,-0.9680999999999998,2.3011199999999996,0.005536947373737375,0.002868229797979797,0.008901070707070705,0.0003314040404040406,0.0007931243434343441,0.0005660238383838382,0.010343538989898989,0.0008272657575757583,0.003126671818181818,0.030541981717171728,0.004928434343434342,0.044399803636363644,LeftHand
0.51544,0.8220999999999999,-0.20346000000000003,-0.005,-0.0029300000000000016,-0.0032300000000000002,0.003220000000000001,0.0013200000000000009,0.007499999999999999,1.199,-0.96801,2.30101,0.0055415216161616146,0.0028684141414141414,0.008897584242424242,0.0003285858585858587,0.0008339243434343431,0.0005989869696969693,0.010769971313131316,0.0009257349494949491,0.003090555555555554,0.03053676767676768,0.004929949393939394,0.04439358575757576,LeftHand
0.5118100000000001,0.8112600000000001,-0.20631,-0.0026,-0.0011499999999999998,-0.0011399999999999993,0.008579999999999999,-0.0032399999999999994,0.001449999999999999,1.1947100000000002,-0.9567499999999999,2.30006,0.0074254887878787874,0.018072396363636358,0.012281610000000002,0.0004342828282828284,0.0006964520202020201,0.0005826670707070708,0.010006811717171714,0.0027766084848484837,0.0028839671717171716,0.03804982414141414,0.024331825757575757,0.046279996363636375,LeftHand
0.50531,0.8061399999999999,-0.21352999999999994,-0.00271,-0.0030100000000000005,-0.0006499999999999996,0.009389999999999999,-0.00493,-0.0007400000000000001,1.1816399999999998,-0.9503,2.2825800000000003,0.011448458484848486,0.020561454949494948,0.017702029393939396,0.00041786454545454557,0.0007321312121212122,0.0006438661616161616,0.010115351414141417,0.002968308181818182,0.003220497373737373,0.05561413171717175,0.028408959595959595,0.07723897333333332,LeftHand
0.5043799999999999,0.8067499999999999,-0.21328,-0.0034300000000000003,-0.0022900000000000004,-0.0006099999999999998,0.011260000000000001,-0.006999999999999999,-0.0008399999999999991,1.1814600000000002,-0.9514699999999999,2.2819599999999998,0.01144280363636364,0.020600270202020207,0.01771394101010101,0.000420712222222222,0.0007462685858585864,0.000641189797979798,0.011387527676767671,0.003278242424242422,0.0032142569696969694,0.0556141296969697,0.028513524343434345,0.07723444282828286,LeftHand
0.5051399999999999,0.8061799999999998,-0.21367000000000005,-0.00256,-0.0053300000000000005,-0.00022999999999999938,0.01095,-0.009000000000000001,-0.0028899999999999998,1.18126,-0.9504299999999999,2.28176,0.011493374141414131,0.02058344202020201,0.017695980909090903,0.0003025519191919192,0.00031361727272727276,0.0006355930303030298,0.011388896464646468,0.0030454747474747447,0.0030183615151515137,0.055591770101010095,0.02848810616161614,0.07721681050505051,LeftHand
0.50547,0.8059499999999998,-0.21370999999999998,-0.0024900000000000005,-0.004860000000000001,5.000000000000014e-05,0.011369999999999998,-0.009839999999999998,-0.0036500000000000005,1.1813700000000003,-0.95002,2.28167,0.011514029393939399,0.020576452020202012,0.01769139989898991,0.00033217161616161595,0.000344848888888889,0.000643482323232323,0.011501144545454561,0.0031034084848484845,0.0030770378787878783,0.05559686171717175,0.028474120808080813,0.07720347585858583,LeftHand
0.5062300000000001,0.8054299999999999,-0.21389,-0.0019200000000000007,-0.00519,0.0007400000000000004,0.01165,-0.00945,-0.004850000000000002,1.18154,-0.94908,2.28145,0.011549471818181833,0.020554873838383815,0.017683452424242418,0.00030629656565656576,0.0003520544444444445,0.0005952448484848476,0.011491340909090908,0.0031911590909090917,0.0031431590909090897,0.05561176606060609,0.028430619797979794,0.07717689646464654,LeftHand
0.5053200000000001,0.8060300000000001,-0.21373999999999999,-0.0019000000000000006,-0.00486,0.0014800000000000004,0.011660000000000002,-0.009590000000000001,-0.005600000000000002,1.1812099999999999,-0.9501799999999999,2.28161,0.01151535111111111,0.020584776868686847,0.017691689292929306,0.0002977676767676772,0.0003326064646464647,0.0005929793939393944,0.011441479191919192,0.003159456464646466,0.0029603232323232335,0.055584349393939435,0.02849768444444443,0.07719369484848489,LeftHand
0.5049300000000001,0.80625,-0.21386000000000002,-0.0014000000000000002,-0.004350000000000001,0.0024600000000000004,0.011749999999999997,-0.00811,-0.004590000000000002,1.1808100000000001,-0.9505699999999999,2.2812,0.011498873838383838,0.020594128787878765,0.01768575797979796,0.0003401818181818181,0.0003299267676767677,0.000588978181818182,0.011554472222222232,0.003163533232323232,0.0030005271717171724,0.05554944838383835,0.028518631414141432,0.07715529292929289,LeftHand
0.5137,0.8120099999999998,-0.20262,-0.0005000000000000001,-0.00466,0.004280000000000001,0.007000000000000002,-0.007040000000000001,-0.007130000000000001,1.20153,-0.9580999999999998,2.30577,0.0071407777777777815,0.01806641404040402,0.010868924848484852,0.00023336363636363615,0.00031737818181818187,0.0002610723232323235,0.0036150909090909063,0.0031140791919191894,0.0020495485858585843,0.033050352626262616,0.024328151515151525,0.04179547181818175,LeftHand
0.51334,0.81216,-0.20288,-0.0006200000000000002,-0.00421,0.0035200000000000006,0.0037600000000000008,-0.008039999999999999,-0.00662,1.2008699999999999,-0.9584299999999999,2.30512,0.007149964040404042,0.018078054949494937,0.010860126868686851,0.0002211268686868689,0.00023663222222222244,0.00022788848484848461,0.0032055579797979797,0.0030643620202020164,0.002057369292929296,0.03301769000000002,0.024363378888888888,0.0417656824242425,LeftHand
0.5156700000000001,0.8106500000000001,-0.20196000000000003,-0.0023800000000000006,-0.005809999999999999,0.0025900000000000003,0.0004600000000000005,-0.004039999999999999,-0.004170000000000001,1.2035200000000001,-0.9564299999999999,2.30663,0.0057080011111111115,0.020977037878787887,0.009814927676767664,0.00010029858585858584,0.0002720948484848484,0.00011808272727272734,0.0020363115151515155,0.0009262812121212114,0.0011786677777777773,0.028797787474747472,0.027956429393939393,0.040272336464646445,LeftHand
0.52106,0.8164999999999999,-0.19458999999999999,-0.0023499999999999997,-0.0043300000000000005,0.0015800000000000002,-0.0017400000000000004,-0.00637,-0.0006099999999999999,1.2161099999999998,-0.9642199999999999,2.32232,0.0015518751515151523,0.0184659696969697,0.004228042323232322,0.00011002777777777775,0.00024610212121212145,7.038747474747476e-05,0.0021114064646464634,0.0012295081818181827,0.0008876342424242422,0.010651028181818185,0.023855749090909085,0.008619351111111109,LeftHand
0.5221,0.8158699999999999,-0.19458999999999999,-0.0023400000000000005,-0.0038900000000000002,0.00189,-0.0041,-0.00604,0.0011899999999999999,1.2167599999999998,-0.96305,2.3231900000000003,0.0015192828282828282,0.01843482131313131,0.00422941606060606,0.00010160040404040395,0.0003328059595959596,7.846252525252523e-05,0.0008361111111111114,0.0014269074747474747,0.0007094079797979798,0.01065050747474747,0.02376944191919191,0.008583367575757575,LeftHand
