,timestamp,UserAccelerationX,UserAccelerationY,UserAccelerationZ,AttitudePitch,AttitudeRoll,AttitudeYaw,GravityX,GravityY,GravityZ,RotationRateX,RotationRateY,RotationRateZ,Date
37,1730433496.270591,-0.0183427408337593,-0.0372345447540283,0.0700005888938903,0.8157692495785449,0.1598815953202351,-0.0831829168136929,0.1091019883751869,-0.7282530069351196,-0.6765680313110352,-0.1009331792593002,-0.0370283350348472,-0.0127284117043018,2024/09/23 03:14:51 PM
282,1730433566.83254,-0.0094443745911121,-0.0361794233322143,0.0133554935455322,0.3025363649619544,0.0306307301710245,-0.3215672876102038,0.02923502959311,-0.2979423403739929,-0.954136073589325,-0.078474722802639,0.1243568286299705,0.1136127784848213,2024/09/23 03:18:56 PM
2011,1730433584.093039,-0.0053130909800529,0.0145634710788726,0.0058957934379577,0.3483645132437675,-0.0967394524341362,0.1279621101471028,-0.0907867699861526,-0.3413610160350799,-0.9355375170707704,0.1394128948450088,0.2938025891780853,0.5161876082420349,2024/09/23 03:47:45 PM
847,1730433572.47327,-0.0501780956983566,0.0180738866329193,-0.0111525654792785,0.2531923481885157,0.0854430257954887,-0.3337600401940173,0.0826182961463928,-0.2504957914352417,-0.9645859599113464,0.4159422814846039,0.826448380947113,0.1005076840519905,2024/09/23 03:28:21 PM
1685,1730433580.837945,-0.0151969864964485,0.0283991992473602,-0.0040946006774902,0.3041548129241391,-0.1154536779401993,0.1513918028403457,-0.1099098473787307,-0.2994868755340576,-0.947748601436615,-0.1203091666102409,-0.13760606944561,0.0535006560385227,2024/09/23 03:42:19 PM
353,1730433567.5413451,0.0252642333507537,0.0064507126808166,-0.0202372670173645,0.2745506729302187,0.0595341284382038,-0.2996837517816155,0.057270560413599,-0.2711144685745239,-0.9608418345451356,-0.0389552153646945,0.0768779888749122,0.0563303716480731,2024/09/23 03:20:07 PM
1129,1730433575.287784,0.0156023353338241,0.0469986349344253,0.0262299180030822,0.2226308257946632,0.0658576730916628,-0.346522881050554,0.0641858801245689,-0.2207962870597839,-0.9732056260108948,-0.1667657345533371,-0.3290825486183166,-0.4719129502773285,2024/09/23 03:33:03 PM
1848,1730433582.4655209,0.0734494403004646,-0.1660423874855041,0.0618228316307067,0.3479556902157622,-0.0807841691303343,0.1321921503948102,-0.0758603438735008,-0.3409767150878906,-0.9370059370994568,-0.3043390214443207,-0.3575128614902496,-0.0499348640441894,2024/09/23 03:45:02 PM
375,1730433567.7646542,0.0247708745300769,0.0311892330646514,-0.0018117427825927,0.2675074140105669,0.0640991342032982,-0.2954798308669307,0.0617769807577133,-0.2643283307552337,-0.9624521732330322,-0.0160969719290733,0.0320972055196762,0.0117504959926009,2024/09/23 03:20:29 PM
1866,1730433582.645536,-0.0074699372053146,0.0280503332614898,-0.0019724369049072,0.3332409351392984,-0.1043614715279466,0.1249866929812305,-0.098441332578659,-0.3271073698997497,-0.9398458003997804,0.0672531649470329,-0.0148708345368504,0.054433561861515,2024/09/23 03:45:20 PM
990,1730433573.900593,0.0276392102241516,-0.0029795467853546,0.028626799583435,0.2806270814156293,0.1292516405320424,-0.3268354686674461,0.1238500550389289,-0.2769582569599151,-0.9528669118881226,-0.074256382882595,-0.1548628211021423,0.0205145869404077,2024/09/23 03:30:44 PM
304,1730433567.051906,0.01252206787467,0.0430734455585479,0.030982494354248,0.2941379515044758,0.0550226234974707,-0.3165507888531567,0.0526329688727855,-0.2899149358272552,-0.955604076385498,-0.0910758674144744,0.0712283626198768,0.043815329670906,2024/09/23 03:19:18 PM
899,1730433572.992412,-0.0274102687835693,0.014549970626831,0.0009665489196777,0.2779414440846535,0.1304593385062682,-0.322812559598938,0.1250970512628555,-0.2743766903877258,-0.9534506797790528,0.3097589015960693,0.6253421306610107,0.0606082081794738,2024/09/23 03:29:13 PM
644,1730433570.446834,-0.0804680734872818,0.0146756470203399,-0.0451433658599853,0.2503767177291665,0.0483009391115363,-0.3101251719267042,0.0467766821384429,-0.2477689534425735,-0.9676892757415771,0.1326265037059784,0.0973081663250923,-0.0956730097532272,2024/09/23 03:24:58 PM
1070,1730433574.69848,0.0451027378439903,0.0308631211519241,0.016365110874176,0.2279148329484432,0.0533160261321309,-0.3240013086763954,0.0519126541912555,-0.225946769118309,-0.9727554321289062,-0.0516961552202701,-0.1504720747470855,-0.1792753934860229,2024/09/23 03:32:04 PM
1279,1730433576.785579,-0.031150946393609,0.0668657124042511,-0.0265348553657531,0.1382437668403577,0.0164157153402704,-0.3265437076288231,0.0162583719938993,-0.137803852558136,-0.9903261065483092,-0.1189453154802322,-0.0898175165057182,0.4905073642730713,2024/09/23 03:35:33 PM
1073,1730433574.72874,0.0482051111757755,0.0081395804882049,0.0251413583755493,0.2234965896886873,0.0482431296350007,-0.3336368902245993,0.0470250025391578,-0.2216406017541885,-0.9739938974380492,-0.21138696372509,-0.3318261504173279,-0.4256598949432373,2024/09/23 03:32:07 PM
1567,1730433579.660297,-0.0202333331108093,0.0079810917377471,-0.0428459048271179,0.3100116831252941,-0.1433152475046906,0.1481526177847623,-0.1360166817903518,-0.3050697743892669,-0.942566692829132,0.2236996293067932,0.2119386047124862,-0.1208767369389534,2024/09/23 03:40:21 PM
1988,1730433583.862932,0.0214986875653266,0.0287477076053619,0.0213530659675598,0.3521264677390584,-0.0936254061937407,0.139403764228857,-0.0877523496747016,-0.3448945879936218,-0.93453049659729,0.0724178925156593,0.1323660165071487,0.1367496997117996,2024/09/23 03:47:22 PM
202,1730433566.034347,-0.0346493870019912,0.179652452468872,-0.0169484615325927,-0.3971585053336503,-0.1227407655919857,-0.7816995930607785,-0.1129031106829643,0.3867995738983154,-0.9152262210845948,2.70001482963562,-0.0698624476790428,-0.3360604643821716,2024/09/23 03:17:36 PM
1243,1730433576.429795,0.0017023123800754,-0.0283650755882263,-0.0308026671409606,0.1560443298268653,0.0326045807298906,-0.3142939133690988,0.0322027206420898,-0.1554118245840072,-0.9873247742652892,-0.0739145949482917,-0.0292590968310832,0.0245050657540559,2024/09/23 03:34:57 PM
1597,1730433579.959975,-0.0139425620436668,0.021416038274765,-0.0298752784729003,0.3147816132308931,-0.1151571252440692,0.1487053617542097,-0.1092569157481193,-0.3096088171005249,-0.9445661902427672,0.0742109268903732,0.0949936136603355,-0.0056153913028538,2024/09/23 03:40:51 PM
60,1730433564.619687,0.0080305188894271,0.0877059698104858,-0.0210804939270019,0.4236110944701682,-0.1886405790348027,0.0406326615641048,-0.170948639512062,-0.4110550284385681,-0.8954386115074158,0.05911810323596,-0.0181920640170574,0.0084162186831235,2024/09/23 03:15:14 PM
749,1730433571.4944758,-0.0012330114841461,0.0095276832580566,-0.004485011100769,0.2557925168620094,0.0805525791132268,-0.3164821900657057,0.0778473913669586,-0.2530122101306915,-0.9643259644508362,0.0467376597225666,0.05991205945611,-0.0959093868732452,2024/09/23 03:26:43 PM
1348,1730433577.474368,0.0239483378827571,-0.0289174318313598,0.0449880361557006,0.1482917650807518,0.0469421883617598,-0.322883284210927,0.0464099459350109,-0.1477488577365875,-0.9879354238510132,-0.76031094789505,-0.2474436312913894,0.2296586483716964,2024/09/23 03:36:42 PM
957,1730433573.574206,0.0521442964673042,0.0394939184188842,0.0142733454704284,0.2587409296734749,0.0820383742241562,-0.3368844175593336,0.0792186260223388,-0.255863606929779,-0.9634615778923036,-0.4073487818241119,-0.7786055207252502,0.0103306584060192,2024/09/23 03:30:11 PM
1732,1730433581.307493,-0.0361624062061309,0.0798581838607788,0.0226420164108276,0.3075537803063823,-0.1097779687076301,0.152475914435914,-0.1044168323278427,-0.3027281165122986,-0.94733989238739,0.165912240743637,0.150256872177124,0.0753264352679252,2024/09/23 03:43:06 PM
1406,1730433578.052846,-0.0111498311161994,0.0597593188285827,-0.0224279761314392,0.2342123044448448,0.0599561305476316,-0.3435133975646744,0.0582842417061328,-0.2320768684148788,-0.970949649810791,0.3930634260177612,0.2349323332309723,0.1226120889186859,2024/09/23 03:37:40 PM
1790,1730433581.886761,-0.0293261781334877,0.0318888425827026,0.0047328472137451,0.3303772248515672,-0.0904915163292157,0.1032216603804336,-0.0854809656739234,-0.3243998885154724,-0.9420497417449952,0.1479188203811645,0.0674994066357612,0.0029921049717813,2024/09/23 03:44:04 PM
1352,1730433577.513854,-0.0113131366670131,0.0357143580913543,-0.0165809988975524,0.124444767278459,0.0375522398478327,-0.3141884536416432,0.0372530817985534,-0.1241238117218017,-0.9915671944618224,-0.3215509057044983,-0.1259472966194152,0.129839152097702,2024/09/23 03:36:46 PM
1947,1730433583.454345,-0.0431505367159843,-0.0377557575702667,-0.0330743789672851,0.3450905593710508,-0.101094007648046,0.1242081589985691,-0.0949720293283462,-0.338281899690628,-0.9362401962280272,0.0673446208238601,0.1001311168074607,0.1324993371963501,2024/09/23 03:46:41 PM
643,1730433570.436923,-0.1667302250862121,0.1606088727712631,-0.0966252088546752,0.2486269800459725,0.0467076848613369,-0.3091358139446596,0.0452550202608108,-0.2460733950138092,-0.9681941270828248,0.2312308400869369,0.1776426881551742,-0.0735490620136261,2024/09/23 03:24:57 PM
1343,1730433577.4242458,0.0031401924788951,0.0480910092592239,0.0005200505256652,0.1732081195109023,0.0551931286137204,-0.3322217715961868,0.0543396733701229,-0.1723433434963226,-0.983536958694458,-0.2997255325317383,-0.0720670148730278,0.0786032453179359,2024/09/23 03:36:37 PM
1245,1730433576.445879,-0.0413040816783905,0.0250080674886703,-0.0279745459556579,0.1551772442843772,0.0332872877181865,-0.3140858578394253,0.0328812412917614,-0.1545552164316177,-0.987436830997467,-0.018654067069292,0.0656050965189933,-0.0010883372742682,2024/09/23 03:34:59 PM
1051,1730433574.509436,0.0059364587068557,-0.0052875280380249,0.007680594921112,0.2374465079958323,0.0657952491569952,-0.3333043515461836,0.0639030188322067,-0.2352215498685836,-0.9698387384414672,-0.0015915208496153,0.0147930504754185,0.0246668271720409,2024/09/23 03:31:45 PM
1815,1730433582.137457,-0.0248919501900672,0.0017088949680328,0.0023717880249023,0.3387311407114526,-0.0889946201361445,0.1030725038276046,-0.0838269293308258,-0.3322905898094177,-0.9394445419311525,0.2102086693048477,0.3143933713436126,0.7128311991691589,2024/09/23 03:44:29 PM
297,1730433566.982534,0.001434464007616,0.0863089561462402,-0.0233811736106872,0.299123798127675,0.0470105255227178,-0.3181387871708062,0.0449064821004867,-0.294683039188385,-0.9545392990112304,0.0195183120667934,0.1527578383684158,0.0103620300069451,2024/09/23 03:19:11 PM
98,1730433564.9955869,-0.1106152683496475,-0.0358923077583313,0.0514826774597168,0.3988214799094541,-0.1488403871556161,-0.0310063517045662,-0.1366534233093261,-0.3883325755596161,-0.9113306999206544,-0.091020330786705,0.0412832461297512,-0.7629199028015137,2024/09/23 03:15:52 PM
372,1730433567.731195,0.0101486332714557,0.0439875125885009,-0.0202859044075012,0.2685319372990131,0.0635983671339135,-0.2960539814438232,0.0612777657806873,-0.2653162777423858,-0.9622122049331664,0.0021653394214808,0.0391814783215522,0.0306062083691358,2024/09/23 03:20:26 PM
1724,1730433581.227333,0.0022638365626335,0.0070989429950714,0.0038660168647766,0.3052755685465881,-0.1096712302745655,0.1500257531447509,-0.1043909341096878,-0.3005560040473938,-0.9480341076850892,0.0106536913663148,-0.0003387643955647,-0.0071031926199793,2024/09/23 03:42:58 PM
260,1730433566.613076,-0.0348913557827472,0.0320207476615905,-0.0427178740501403,0.3069922865047557,0.0155378380725285,-0.4280716386259153,0.014810798689723,-0.3021929264068603,-0.9531317353248596,0.035399604588747,0.1339545994997024,0.808893620967865,2024/09/23 03:18:34 PM
1047,1730433574.470212,-0.0132939741015434,-0.0087469816207885,0.0129525661468505,0.2379533262495213,0.0652413819675543,-0.3335575309012561,0.0633580684661865,-0.2357141226530075,-0.9697549343109132,-0.0100058102980256,0.0306154228746891,-0.0230884980410337,2024/09/23 03:31:41 PM
158,1730433565.594719,0.0059893205761909,0.1187872290611267,-0.0643649697303772,-0.2540540723505359,-0.0779494678062811,-0.8389643256088247,-0.0753710195422172,0.2513299584388733,-0.9649624228477478,-2.995469093322754,-0.2879233956336975,0.3189209103584289,2024/09/23 03:16:52 PM
579,1730433569.803258,0.0011533200740814,0.0072928369045257,0.0025520920753479,0.2573942670126894,0.0742815692569278,-0.3050179074689294,0.0717684403061866,-0.2545615136623382,-0.9643898010253906,0.0259598679840564,-0.0284542888402938,0.0130174681544303,2024/09/23 03:23:53 PM
887,1730433572.874587,-0.0387889146804809,0.0437659919261932,-0.0163144469261169,0.2379296376256201,0.055737539459033,-0.3388765571290476,0.0541392602026462,-0.235691100358963,-0.9703188538551332,0.1070426926016807,0.2588427364826202,0.115876205265522,2024/09/23 03:29:01 PM
1811,1730433582.09662,-0.0493693128228187,-0.0446692705154418,-0.0190263986587524,0.3354094596891601,-0.0899105215591838,0.084689890269721,-0.0847859755158424,-0.329155832529068,-0.9404614567756652,0.0954901948571205,0.0926542952656745,0.1986557245254516,2024/09/23 03:44:25 PM
885,1730433572.8560882,-0.063215360045433,0.0521086156368255,-0.0012487173080444,0.2369208285774588,0.0534886201078903,-0.3400911697024231,0.0519696436822414,-0.2347105890512466,-0.9706750512123108,-0.0204627737402915,-0.0341420024633407,0.0120782246813178,2024/09/23 03:28:59 PM
1709,1730433581.077781,0.0073257610201835,0.0051975548267364,0.0059539675712585,0.304577964514766,-0.1096428366332221,0.1511129979271003,-0.1043869331479072,-0.2998905777931213,-0.9482452273368835,-0.021486448124051,-0.0107778226956725,0.0048906723968684,2024/09/23 03:42:43 PM
2037,1730433584.352428,0.0779745280742645,0.0335299968719482,0.0308291912078857,0.3463682845832024,-0.0954362468476668,0.1317136745151338,-0.0896322578191757,-0.3394840061664581,-0.9363315105438232,-0.1246202662587165,-0.2807016968727112,-0.265978991985321,2024/09/23 03:48:11 PM
1744,1730433581.42711,0.0023763701319694,0.020692229270935,0.0207897424697875,0.3080101155236081,-0.1104170475852988,0.1514480205746646,-0.1050070002675056,-0.3031629920005798,-0.9471355676651,0.086731918156147,0.0115796802565455,0.0322460234165191,2024/09/23 03:43:18 PM
1167,1730433575.667103,-0.031488187611103,0.0020914375782012,-0.0391239523887634,0.2133311784320542,0.0666940153920919,-0.3748177461047515,0.0651338249444961,-0.2117167264223098,-0.9751582741737366,0.0956921875476837,0.1425014734268188,0.0514798536896705,2024/09/23 03:33:41 PM
1104,1730433575.038649,-0.0066820010542869,-0.0353155583143234,-0.0073189735412597,0.2205733198302839,0.0632481816752568,-0.3603961358583047,0.0616746768355369,-0.2187890857458114,-0.9738211035728456,-0.0676750019192695,-0.144778236746788,-0.3243376612663269,2024/09/23 03:32:38 PM
1456,1730433578.552547,-0.0157612189650535,0.0007386207580566,0.0102308392524719,0.4675379863900712,-0.0938096552106509,-0.0347250352622202,-0.0836192891001701,-0.4506898522377014,-0.8887556195259094,0.2502900958061218,-0.1175897568464279,0.3523751497268677,2024/09/23 03:38:30 PM
821,1730433572.213174,0.067686453461647,-0.0154900848865509,0.0328937768936157,0.2937390568366617,0.1575820994782479,-0.3375559739011159,0.1502090692520141,-0.2895331382751465,-0.9453083276748656,-0.3046429753303528,-0.7803323268890381,-0.0445111244916915,2024/09/23 03:27:55 PM
82,1730433564.851514,0.0137072801589965,0.0417414307594299,-0.0339726209640502,0.4079097165734706,-0.1828915776063493,0.0325376338026609,-0.1669513136148452,-0.3966914117336273,-0.9026423692703248,0.0106047103181481,0.0038192288484424,-0.0916528031229972,2024/09/23 03:15:36 PM
1363,1730433577.6235828,0.0271046590059995,-0.0394103452563285,-0.0532543659210205,0.1204879337774385,0.0276955949723678,-0.3176922453962662,0.0274912901222705,-0.1201966181397438,-0.9923694133758544,0.0864359810948371,-0.1011135801672935,-0.0990776494145393,2024/09/23 03:36:57 PM
1736,1730433581.347549,0.0230675935745239,-0.0236392617225646,0.0029354095458984,0.3092543648712856,-0.109172096506964,0.1524913743721362,-0.1037866026163101,-0.3043484687805176,-0.9468898177146912,-0.1443236172199249,-0.1718876212835312,-0.0058723865076899,2024/09/23 03:43:10 PM
1080,1730433574.7987928,-0.0105970725417137,-0.0072799026966094,-0.0312031507492065,0.2209071297843337,0.0501354666240794,-0.3475440442214806,0.0488966405391693,-0.2191147953271865,-0.9744731187820436,0.0240608602762222,0.1176001206040382,-0.1051978543400764,2024/09/23 03:32:14 PM
1659,1730433580.57904,0.0020026341080665,0.0166373252868652,-0.0071013569831848,0.3102727932484606,-0.1089577617051907,0.1516524946777479,-0.1035498902201652,-0.3053184151649475,-0.9466034770011902,-0.0033674277365207,0.0018780508544296,-0.0077945496886968,2024/09/23 03:41:53 PM
104,1730433565.054985,-0.0147503614425659,0.0040059387683868,0.043334424495697,0.3999936342018523,-0.1320927187767143,-0.0878335695485977,-0.1213122755289077,-0.3894124925136566,-0.9130395650863647,-0.1022064462304115,-0.2327464371919632,-0.9210323095321656,2024/09/23 03:15:58 PM
1264,1730433576.635765,0.0270382389426231,-0.0176245719194412,0.0448455810546875,0.1521358584332042,0.0389116355445035,-0.3152139451931751,0.0384524874389171,-0.1515496671199798,-0.987701416015625,-0.0101879090070724,-0.140309989452362,-0.0245833303779363,2024/09/23 03:35:18 PM
2013,1730433584.113342,0.0351991429924964,0.0171959102153778,0.0072560310363769,0.3491198141907304,-0.0955590486665087,0.1349154892172747,-0.0896577760577201,-0.3420708477497101,-0.935387134552002,-0.0685645416378974,-0.0975731760263443,-0.0633529350161552,2024/09/23 03:47:47 PM
1668,1730433580.66918,0.0069691836833953,-0.001565009355545,0.0136167407035827,0.3112839457523978,-0.1089689084998676,0.1520827021653336,-0.1035268157720565,-0.3062811195850372,-0.946294903755188,0.0173631981015205,-0.0141589725390076,0.0056482353247702,2024/09/23 03:42:02 PM
525,1730433569.258404,-0.006252035498619,0.0177264213562011,0.0059905052185058,0.2552454527126999,0.0820113250885469,-0.3072889155219668,0.0792653486132621,-0.252482920885086,-0.9643492102622986,0.0375908799469471,0.0270371995866298,-0.0151571780443191,2024/09/23 03:22:59 PM
619,1730433570.196579,-0.0148783102631568,-0.0051854401826858,-0.0566365122795105,0.2493591617358738,0.0475397367714764,-0.3019344449835209,0.0460520200431346,-0.2467829883098602,-0.967975914478302,0.2477221637964248,0.4138645529747009,-0.127726599574089,2024/09/23 03:24:33 PM
1751,1730433581.497473,0.0181546509265899,-0.0363781154155731,0.0103013515472412,0.3199596919207365,-0.0990332341488914,0.1528101882348019,-0.0938535183668136,-0.3145282864570617,-0.9445970058441162,-0.1138019189238548,-0.1780349910259246,0.0239825546741485,2024/09/23 03:43:25 PM
1961,1730433583.593994,-0.0018774345517158,0.007654845714569,0.0233605504035949,0.3462263073421057,-0.0990466784846464,0.1413309524021438,-0.0930169895291328,-0.3393504619598388,-0.93604975938797,0.0715473070740699,0.0204306952655315,0.0985463261604309,2024/09/23 03:46:55 PM
541,1730433569.418284,-0.0015752911567687,0.1394368112087249,0.028598666191101,0.2544635643782165,0.074174293009047,-0.3088691873104168,0.0717199593782424,-0.2517262697219848,-0.9651373624801636,-0.1632352471351623,-0.2108283638954162,0.1169447749853134,2024/09/23 03:23:15 PM
441,1730433568.419663,0.0001317262649536,0.0267119407653808,-0.009464681148529,0.2552592348310225,0.078999835032979,-0.301585794248585,0.0763605907559394,-0.2524962425231933,-0.9645800590515136,0.0139197017997503,-0.0099964514374732,0.0053562466055154,2024/09/23 03:21:35 PM
1026,1730433574.260128,-0.0225604698061943,0.0625235438346862,0.0043277144432067,0.2454777627389522,0.0684100183077834,-0.3240806122258045,0.066307432949543,-0.2430197894573211,-0.9677523970603944,-0.1000927612185478,-0.1223469600081443,0.095815360546112,2024/09/23 03:31:20 PM
941,1730433573.411466,0.0256095230579376,-0.0118940770626068,0.014245331287384,0.2874427934719196,0.1416675417418274,-0.3292641420414213,0.1354012340307235,-0.2835008800029754,-0.949364960193634,0.0681257992982864,0.2085678428411483,-0.0105172581970691,2024/09/23 03:29:55 PM
366,1730433567.6704822,-0.0036759115755558,0.0312762558460235,-0.0036054849624633,0.2706683523385624,0.0630013717172289,-0.2971626934318948,0.0606674924492836,-0.2673755288124084,-0.9616807103157043,-0.0247810389846563,0.0163818914443254,-0.0093271452933549,2024/09/23 03:20:20 PM
1071,1730433574.708561,0.0312953740358352,0.0126978307962417,0.0203348398208618,0.2270302101291154,0.0520956464141313,-0.326006381922451,0.0507358722388744,-0.2250849306583404,-0.9730172753334044,-0.1054506748914718,-0.2148870229721069,-0.2435188740491867,2024/09/23 03:32:05 PM
553,1730433569.537794,0.0093201324343681,0.0257724821567535,0.0116826295852661,0.2600630998516299,0.0809982655015036,-0.3105503430719535,0.0781890377402305,-0.2571415305137634,-0.9632054567337036,-0.03417344763875,0.0030881911516189,-0.0751466900110244,2024/09/23 03:23:27 PM
1334,1730433577.3343349,0.0393033847212791,-0.0258583575487136,0.0389167666435241,0.2005816448967048,0.0709575012673466,-0.3360206089639485,0.0694765299558639,-0.1992393434047699,-0.9774848818778992,-0.5030817985534668,-0.5876992344856262,-0.0166441276669502,2024/09/23 03:36:28 PM
1252,1730433576.515547,0.0073284916579723,-0.0242324322462081,0.0188992023468017,0.1512860431099973,0.0392417465428691,-0.3140225160480496,0.0387835763394832,-0.1507096141576767,-0.9878169894218444,-0.1480353474617004,0.0643137320876121,0.009572722017765,2024/09/23 03:35:06 PM
823,1730433572.233326,0.0361604690551757,-0.0053144395351409,0.0252008438110351,0.2869050634295747,0.1409785614827188,-0.3376414544921277,0.1347685009241104,-0.2829851508140564,-0.9496088027954102,-0.385427325963974,-0.8975105881690979,-0.0867278203368187,2024/09/23 03:27:57 PM
133,1730433565.344796,0.0059533035382628,0.0634469985961914,0.0530113577842712,0.222708425342064,0.0101514711967955,-0.6007223241357951,0.0099005885422229,-0.2208719700574875,-0.9752525687217712,-1.495428204536438,-0.4347719550132751,-2.2604610919952397,2024/09/23 03:16:27 PM
227,1730433566.284054,-0.0467730872333049,0.1304319500923156,-0.0062090754508972,0.2470738671387146,-0.0122068995952593,-0.6875653539795348,-0.011835909448564,-0.2445677369832992,-0.9695599675178528,0.5327174067497253,0.5186492800712585,0.8206378817558289,2024/09/23 03:18:01 PM
1395,1730433577.9449492,-0.0041359513998031,-0.0101469308137893,-0.0660931468009948,0.1776761133098962,0.0376661644395114,-0.3377573175127323,0.0370644219219684,-0.176742747426033,-0.98355895280838,0.5923498272895813,0.1576977372169494,-0.1174817904829979,2024/09/23 03:37:29 PM
480,1730433568.808965,-0.003246858716011,0.0197706818580627,0.011819303035736,0.2564910201826061,0.078952859771086,-0.3039362999389138,0.0762906894087791,-0.2536879479885101,-0.9642728567123412,0.0274738147854805,0.0037396005354821,-0.0342507623136043,2024/09/23 03:22:14 PM
91,1730433564.925343,-0.0614024698734283,-0.0565844774246215,-0.0147755742073059,0.4015372349513079,-0.1702066019311513,0.0130515517146023,-0.155913233757019,-0.3908337652683258,-0.9071604013442992,-0.1163669601082801,0.1002416387200355,-0.3748038709163666,2024/09/23 03:15:45 PM
432,1730433568.329934,0.0036697685718536,0.0382094979286193,0.0189824700355529,0.2552672203148331,0.0814700994946897,-0.3025682850203806,0.0787429586052894,-0.2525039911270141,-0.9643864631652832,0.0114136040210723,-0.0010098810307681,0.0009155316511169,2024/09/23 03:21:26 PM
536,1730433569.368532,-0.0014110878109931,0.0294110178947448,-0.0043871402740478,0.2583811732384246,0.0820274834718443,-0.3080578406141346,0.0792156681418418,-0.2555157840251922,-0.9635541439056396,0.0888912752270698,0.0254161320626735,-0.0059564355760812,2024/09/23 03:23:10 PM
1089,1730433574.888385,0.0241162814199924,0.018537700176239,0.0216763615608215,0.225600986926416,0.063988809658437,-0.3394650523894784,0.0623247697949409,-0.2236921638250351,-0.9726651310920716,-0.0100483261048793,0.1367051005363464,0.2930541634559631,2024/09/23 03:32:23 PM
1273,1730433576.7273889,-0.2607486546039581,0.1716081500053405,-0.0931990146636962,0.1443995253329429,0.0234459772551385,-0.3332612473761786,0.023199837654829,-0.1438982337713241,-0.9893205165863036,0.027526730671525,-0.1296887695789337,-0.3304569721221924,2024/09/23 03:35:27 PM
363,1730433567.641084,-0.0007038190960884,0.0411567389965057,-0.000596284866333,0.2711042977298665,0.0622825760515152,-0.2973098749672229,0.059968963265419,-0.2677955627441406,-0.9616076350212096,0.0223458502441644,0.0139450998976826,0.009870677255094,2024/09/23 03:20:17 PM
11,1730433496.054786,-0.0042268261313438,0.0057750344276428,0.0032136440277099,0.8169428481426009,0.1628816504745615,-0.0815631286496528,0.1109925732016563,-0.7290567755699158,-0.6753938794136047,0.0132793625816702,0.00688346195966,-0.0036598162259906,2024/09/23 03:14:25 PM
1084,1730433574.841558,-0.0320326089859008,0.0160440057516098,-0.0118773579597473,0.2232622548308774,0.0570066523548778,-0.3493141707342549,0.0555616617202758,-0.2214120775461197,-0.973596215248108,0.1051931828260421,0.2188215404748916,0.0506053790450096,2024/09/23 03:32:18 PM
1963,1730433583.613797,-0.0084179192781448,0.0117575228214263,0.0145925879478454,0.3472625607876042,-0.0996442765799014,0.1432460129213866,-0.0935413241386413,-0.3403250575065613,-0.9356435537338256,0.0421471707522869,-0.0389221087098121,0.0753843337297439,2024/09/23 03:46:57 PM
53,1730433564.5488749,0.0644466131925582,0.0657241344451904,-0.0363261699676513,0.4274541548427605,-0.1889099756968116,0.0411179595536704,-0.1708919554948806,-0.4145553708076477,-0.8938343524932861,-0.0173545964062213,-0.0286457706242799,0.0070907631888985,2024/09/23 03:15:07 PM
267,1730433566.682763,-0.0495615862309932,0.0013072490692138,-0.034197449684143,0.3100377056176517,0.0120664938467255,-0.3790606663732772,0.0114909093827009,-0.3050945401191711,-0.9522527456283568,0.0537696331739425,0.246195912361145,0.5637667179107666,2024/09/23 03:18:41 PM
1740,1730433581.387434,0.0225803405046463,0.007724642753601,0.0123131871223449,0.3080286098810725,-0.1085343684660799,0.1512369621507051,-0.10322305560112,-0.3031806349754333,-0.9473260045051576,-0.0092013012617826,-0.0163017529994249,-0.012090815231204,2024/09/23 03:43:14 PM
1822,1730433582.205688,0.18851038813591,-0.0070089697837829,0.0485244393348693,0.3416554866607289,-0.0891120124636417,0.1305181915334326,-0.0838503763079643,-0.3350473642349243,-0.9384627938270568,-0.2351196706295013,-0.4696071743965149,-0.5152095556259155,2024/09/23 03:44:36 PM
2049,1730433584.474438,-0.0603158324956893,-0.0483530163764953,-0.0202416181564331,0.3392188541652155,-0.1000373244967825,0.0914554886211688,-0.0941794216632843,-0.3327505588531494,-0.9383001923561096,0.0598787628114223,0.0637608617544174,0.2084839642047882,2024/09/23 03:48:23 PM
1399,1730433577.983495,-0.0140706822276115,0.0418135523796081,-0.0237548947334289,0.2012192479270863,0.0451791888047085,-0.3427412990622315,0.0442525781691074,-0.1998641341924667,-0.9788237810134888,0.5914245843887329,0.1880567073822021,-0.0799979045987129,2024/09/23 03:37:33 PM
771,1730433571.714047,-0.0040784105658531,0.0137420296669006,0.0045731663703918,0.2744688887541553,0.1161765397534827,-0.3342081741815426,0.1115765795111656,-0.2710357308387756,-0.956080675125122,0.0342740826308727,0.0603988841176033,0.0108457673341035,2024/09/23 03:27:05 PM
1899,1730433582.975212,-0.0183183178305625,-0.0324908792972564,-0.0008981227874755,0.3468753743750458,-0.0944164138798615,0.124127785817461,-0.0886610671877861,-0.3399609625339508,-0.9362509250640868,0.0068062217906117,0.0906257629394531,0.1902566999197006,2024/09/23 03:45:53 PM
107,1730433565.085132,-0.0487390384078025,-0.0020897686481475,0.0033023357391357,0.4001843813126833,-0.1273168348671651,-0.1194316222765548,-0.116940900683403,-0.3895881474018097,-0.9135348200798036,-0.1185282617807388,-0.2127881795167923,-1.009044528007507,2024/09/23 03:16:01 PM
