,timestamp,UserAccelerationX,UserAccelerationY,UserAccelerationZ,AttitudePitch,AttitudeRoll,AttitudeYaw,GravityX,GravityY,GravityZ,RotationRateX,RotationRateY,RotationRateZ,Date
697,1730433570.975714,-0.0181313082575798,0.0527218580245971,-0.0261155366897583,0.2514698670575339,0.0667256942065681,-0.3093730770237967,0.064579077064991,-0.2488278597593307,-0.9663923978805542,0.0902487784624099,0.0719572678208351,-0.0715343803167343,2024/09/23 03:25:51 PM
1138,1730433575.3779268,-0.0236562490463256,-0.0180835127830505,-0.0074802637100219,0.22283071404167,0.0682731635842883,-0.3597020232450713,0.0665334463119506,-0.220991238951683,-0.9730036854743958,0.0380476750433445,0.0975100323557853,0.1570734828710556,2024/09/23 03:33:12 PM
1840,1730433582.3872828,-0.0257103443145751,0.0031909048557281,0.0050247311592102,0.3393156381421847,-0.0896200690279126,0.1033423368480897,-0.084397092461586,-0.3328418433666229,-0.9391983151435852,0.1898959875106811,0.2974388897418976,0.680314302444458,2024/09/23 03:44:54 PM
75,1730433564.765823,0.0268877744674682,0.0665833055973053,-0.0072590112686157,0.4123362515707652,-0.1862094821904906,0.0374542264784905,-0.1696185171604156,-0.4007508754730224,-0.900348961353302,0.0117903174832463,-0.0485244020819664,-0.0141005422919988,2024/09/23 03:15:29 PM
241,1730433566.423118,-0.1165412962436676,0.0157861113548278,0.0311226248741149,0.2968605682543626,0.012345265284432,-0.5655088683075785,0.0118049783632159,-0.2925195395946502,-0.9561867117881776,0.1632791012525558,0.3994091749191284,0.6955204010009766,2024/09/23 03:18:15 PM
169,1730433565.704782,0.0088384971022605,0.1259922981262207,-0.0309454798698425,-0.4432169211993608,-0.0885093005175047,-0.8173622669588616,-0.0798528939485549,0.4288477599620819,-0.8998405933380127,-0.5685298442840576,-0.0441174060106277,0.2576431334018707,2024/09/23 03:17:03 PM
1533,1730433579.3211389,-0.0332892686128616,-0.0930193066596984,-0.0573770999908447,0.1004478982667592,-0.1441109313291709,0.1451045340882097,-0.1428887397050857,-0.1002790704369545,-0.9846456050872804,1.0978134870529177,-0.0277022123336792,-0.2615421116352081,2024/09/23 03:39:47 PM
347,1730433567.481629,-0.0104832872748374,0.0218429565429687,-0.038277268409729,0.2764177445469831,0.0562570139106829,-0.3016945873341095,0.054092913866043,-0.2729111313819885,-0.9605172872543336,0.0515981987118721,0.0402656532824039,0.0494433306157588,2024/09/23 03:20:01 PM
47,1730433496.370929,0.0121809244155883,0.0038719773292541,-0.007291555404663,0.8114586833295119,0.1568047246698946,-0.0847603387295314,0.1075089871883392,-0.7252921462059021,-0.6799948811531067,0.0014023232506588,-0.1223765239119529,-0.0008025105926208,2024/09/23 03:15:01 PM
1005,1730433574.0496712,-0.0619934946298599,0.0208755135536193,-0.0148215889930725,0.2528551880953184,0.0737413964838947,-0.3367322513345905,0.0713318884372711,-0.2501693665981293,-0.965570867061615,-0.0623761489987373,-0.1387826651334762,-0.0647965297102928,2024/09/23 03:30:59 PM
1616,1730433580.151792,0.0026596784591674,-0.0103163719177246,0.0440131425857543,0.3087599036161925,-0.1070531699320267,0.1462082326679013,-0.1017960533499717,-0.3038774132728576,-0.947257161140442,0.0502806529402732,-0.0285786595195531,-0.063993901014328,2024/09/23 03:41:10 PM
1453,1730433578.522542,-0.0220907479524612,-0.0210900604724884,-0.0051342844963073,0.4595958163365729,-0.0829455733572999,-0.0485493741065156,-0.0742532536387443,-0.4435859024524688,-0.8931506276130676,0.3580662906169891,-0.2084714621305465,0.416908860206604,2024/09/23 03:38:27 PM
535,1730433569.358134,0.0010884851217269,0.027922123670578,-0.0061976909637451,0.2575988017269602,0.0817759936294125,-0.3080010703442202,0.0789896473288536,-0.2547593116760254,-0.96377295255661,0.0811199098825454,0.0129115274176001,0.0074184918776154,2024/09/23 03:23:09 PM
547,1730433569.477604,-0.0081773847341537,0.0130167007446289,-0.0620391368865966,0.2521927886482841,0.0716292051340225,-0.3072155323659178,0.0693041011691093,-0.2495279759168625,-0.9658844470977784,0.3021716773509979,0.2976157069206238,-0.0088802138343453,2024/09/23 03:23:21 PM
1773,1730433581.719681,0.0315062701702117,-0.0496931374073028,0.0457002520561218,0.3303682320937562,-0.0937103824079473,0.1417622528209232,-0.0885131210088729,-0.3243913650512695,-0.9417726397514344,-0.2004796862602234,-0.2324364483356475,-0.5166898369789124,2024/09/23 03:43:47 PM
824,1730433572.243619,0.0407266318798065,-0.0146417319774627,0.0281974673271179,0.2825444297917344,0.1318766229944608,-0.3382904941628265,0.1262808293104171,-0.2788001000881195,-0.9520103335380554,-0.4608339369297027,-0.9675922393798828,-0.1566983759403228,2024/09/23 03:27:58 PM
1211,1730433576.1063929,0.0052484683692455,0.0287947505712509,0.0052650570869445,0.170178980806456,0.0531613432092809,-0.3161815419489674,0.0523687228560447,-0.1693587452173233,-0.9841621518135072,-0.0693797469139099,0.1887067854404449,-0.0418204814195632,2024/09/23 03:34:25 PM
236,1730433566.373323,-0.0400660932064056,0.0744409561157226,-0.0093176960945129,0.2820538720683606,0.0057632234400364,-0.6060012575834858,0.0055354638025164,-0.2783289551734924,-0.9604698419570924,0.3395118117332458,0.2791549563407898,0.8457030653953552,2024/09/23 03:18:10 PM
585,1730433569.857689,0.0067553892731666,0.0138731896877288,0.0216522216796875,0.2585344299964717,0.0717380490942741,-0.30480016133062,0.0692944154143333,-0.2556639611721039,-0.9642791152000428,0.03019680082798,-0.0709767192602157,0.0012332468759268,2024/09/23 03:23:59 PM
181,1730433565.823624,-0.0119565799832344,0.0720806121826171,0.0447729229927063,-0.5351274100082547,-0.0998996815705425,-0.8011783568390706,-0.0857912078499794,0.5099506378173828,-0.855914831161499,-0.516130268573761,-0.305143654346466,0.1375067234039306,2024/09/23 03:17:15 PM
1171,1730433575.710277,0.0170167163014411,-0.010652020573616,-0.0097865462303161,0.2163742287391629,0.0703273475406659,-0.3663427673106094,0.0686308667063713,-0.2146898210048675,-0.9742679595947266,0.0247896574437618,0.1162911802530288,0.3628558218479156,2024/09/23 03:33:45 PM
1758,1730433581.569672,0.0255931392312049,-0.0249311029911041,0.0144650340080261,0.3152084329419136,-0.1072763760236103,0.1501987511288591,-0.1017955541610717,-0.3100146353244781,-0.9452664256095886,-0.0078836940228939,-0.1022211909294128,-0.0664006024599075,2024/09/23 03:43:32 PM
558,1730433569.587541,0.0143099129199981,0.0311637818813323,0.0191532373428344,0.2582212889900631,0.0814334924134564,-0.3114032915804717,0.0786466374993324,-0.2553612291812897,-0.9636417031288148,-0.0513667538762092,0.0102158756926655,0.0337589122354984,2024/09/23 03:23:32 PM
1322,1730433577.214917,-0.0267226099967956,0.0225131660699844,0.0101484060287475,0.227488446780467,0.0959109652149457,-0.322648370090717,0.0932967141270637,-0.2255313992500305,-0.96975839138031,0.1980201750993728,0.3201282024383545,-0.4496600925922394,2024/09/23 03:36:16 PM
1422,1730433578.214839,0.0731903240084648,-0.0182925760746002,0.0168396830558776,0.2871988508719136,0.0667844808141486,-0.2660524896128166,0.0640014633536338,-0.283266931772232,-0.9569031596183776,0.2619668543338775,0.0644551441073417,0.7857165932655334,2024/09/23 03:37:56 PM
285,1730433566.862824,-0.0186975114047527,-0.0162144303321838,-0.0104504227638244,0.3004658045652032,0.0328551730660029,-0.3193280207502313,0.0313775725662708,-0.295965164899826,-0.954683244228363,-0.0421763062477111,0.0864443331956863,0.0262744184583425,2024/09/23 03:18:59 PM
1657,1730433580.559242,-0.0051913559436798,0.0099031329154968,-0.0089647769927978,0.3099790528097989,-0.1092462060972157,0.1518582608022883,-0.1038327068090438,-0.3050386905670166,-0.946662664413452,0.0153157282620668,0.0116955284029245,-0.0100197279825806,2024/09/23 03:41:51 PM
1290,1730433576.896805,-0.0090845413506031,-0.0721627920866012,0.005573034286499,0.1477652531842555,0.0264041220367729,-0.2785768512813461,0.0261133499443531,-0.1472281068563461,-0.9887577891349792,0.1543387174606323,0.1938272416591644,0.3298360407352447,2024/09/23 03:35:44 PM
880,1730433572.801855,0.004422403872013,0.0213678777217865,0.0064607262611389,0.2487167450040588,0.0736057789353836,-0.3394842595586471,0.0712764635682106,-0.2461603879928589,-0.9666047692298888,-0.4131295382976532,-0.7274033427238464,-0.0209677703678607,2024/09/23 03:28:54 PM
1539,1730433579.381557,0.0098109394311904,0.118040457367897,-0.0352543592453002,0.1536479871348613,-0.1549954167216381,0.1390883837596419,-0.1525569260120391,-0.1530441492795944,-0.9763728380203248,0.8991852402687073,-0.2627554535865783,-0.1400506943464279,2024/09/23 03:39:53 PM
596,1730433569.9684958,0.0056328549981117,0.0096741616725921,0.0031546354293823,0.2551238656394398,0.064775442197209,-0.3038441543122548,0.0626349672675132,-0.2523652613162994,-0.9656027555465698,-0.0392781756818294,-0.0439877100288867,0.0011815815232694,2024/09/23 03:24:10 PM
693,1730433570.936656,-0.0158847421407699,0.0161644965410232,-0.0296164751052856,0.2488110633594691,0.0649253363715365,-0.3067591934301641,0.0628818199038505,-0.2462518066167831,-0.967163860797882,0.035282090306282,-0.0559484958648681,-0.0388755053281784,2024/09/23 03:25:47 PM
955,1730433573.550622,0.0229026526212692,0.0094707012176513,0.0047598481178283,0.2650662529795003,0.0958355543300998,-0.3381454368554383,0.092347003519535,-0.2619732022285461,-0.9606466889381408,-0.2737984359264374,-0.5253562331199646,0.0461877286434173,2024/09/23 03:30:09 PM
1189,1730433575.887048,-0.0134498476982116,-0.0010495334863662,-0.0389430522918701,0.1930645083317929,0.0471805130765304,-0.320742162162261,0.0462867617607116,-0.1918673664331436,-0.9803287386894226,-0.2311953008174896,0.0619243420660495,0.0853411927819252,2024/09/23 03:34:03 PM
1373,1730433577.7235289,-0.0257561523467302,0.0278308093547821,-0.0033383965492248,0.131003704695926,0.0294767127962405,-0.3223987232518889,0.0292199030518531,-0.1306293159723281,-0.9910005927085876,0.0992847234010696,0.0525076724588871,-0.0280952397733926,2024/09/23 03:37:07 PM
368,1730433567.691153,-0.01642332598567,0.0428442060947418,0.0261123776435852,0.2694986082581863,0.0629557990725203,-0.2971941076045338,0.0606433004140853,-0.2662481665611267,-0.9619949460029602,-0.0158851575106382,0.0158098451793193,0.0269332844763994,2024/09/23 03:20:22 PM
102,1730433565.035441,-0.0346487760543823,-0.0199499130249023,0.0527253150939941,0.3994640645278205,-0.1361733201365791,-0.0679875669838654,-0.1250649839639663,-0.3889246582984924,-0.9127411246299744,-0.1032421663403511,-0.136298194527626,-0.9068825840950012,2024/09/23 03:15:56 PM
1933,1730433583.313588,-0.0262579470872879,-0.0055229067802429,-0.005842387676239,0.3497709849690757,-0.0910034578734892,0.1252342001382946,-0.0853753536939621,-0.3426826596260071,-0.9355638027191162,0.0789401829242706,0.3402609229087829,0.2938041985034942,2024/09/23 03:46:27 PM
1678,1730433580.7686648,0.001168705523014,0.0040507912635803,0.0099184513092041,0.3099543593958374,-0.1093873882678056,0.1517148433120168,-0.1039671748876571,-0.3050151765346527,-0.9466554522514344,-0.025739062577486,-0.0122689269483089,-0.028884869068861,2024/09/23 03:42:12 PM
329,1730433567.301798,0.0387022644281387,0.0897980630397796,0.0024264454841613,0.2827758786774951,0.0630865947498899,-0.3219748084054026,0.0605409108102321,-0.2790223658084869,-0.958374321460724,0.0115141784772276,-0.0430867597460746,0.0656299740076065,2024/09/23 03:19:43 PM
1483,1730433578.822032,-0.0445794761180877,0.0258304774761199,-0.0668104887008667,0.4388443926983849,-0.0275536228714659,-0.0244376838427838,-0.0249395761638879,-0.4248936474323272,-0.9048996567726136,-0.2116363942623138,0.7176896333694458,-0.210913747549057,2024/09/23 03:38:57 PM
1793,1730433581.918278,0.0073126628994941,-0.0066674947738647,0.0043731331825256,0.3327038285990881,-0.090696545138492,0.1091167394741005,-0.0856055170297622,-0.3265997767448425,-0.941278040409088,0.0446073375642299,0.0599328316748142,0.3364085853099823,2024/09/23 03:44:07 PM
1547,1730433579.460717,-0.0125994831323623,0.0558650940656662,0.0232850909233093,0.2182848017162179,-0.1612344877987231,0.1537125174854624,-0.1567273139953613,-0.2165554463863372,-0.9636079668998718,0.695591926574707,0.1250082403421402,-0.0302353035658597,2024/09/23 03:40:01 PM
87,1730433564.885268,-0.0397525280714035,-0.0121479332447052,-0.0236775279045104,0.4040947606328237,-0.1786824169352953,0.0254660638772842,-0.1634182631969452,-0.3931865990161896,-0.9048197865486144,-0.0538026504218578,0.0573727339506149,-0.1832682639360427,2024/09/23 03:15:41 PM
572,1730433569.7271829,0.0212718844413757,0.0178707838058471,0.014829933643341,0.2537076254826371,0.0768421986144422,-0.3064747484510127,0.0743091851472854,-0.2509946227073669,-0.9651320576667786,-0.0529469177126884,-0.085571102797985,0.0460255928337574,2024/09/23 03:23:46 PM
801,1730433572.013506,-0.0026250183582305,0.0343977212905883,0.0093892216682434,0.2907982999188028,0.1618124081301148,-0.3324284869207029,0.1543431729078292,-0.2867170870304107,-0.945500671863556,0.1414172947406768,0.3659580051898956,-0.0592107102274894,2024/09/23 03:27:35 PM
859,1730433572.59299,0.0310955345630645,-0.0084463357925415,0.0370218753814697,0.2902754569351469,0.1610945558176747,-0.325701637209574,0.1536884158849716,-0.2862161695957184,-0.9457590579986572,0.1200695410370826,0.2688634097576141,-0.0153587786480784,2024/09/23 03:28:33 PM
902,1730433573.02248,0.0121950209140777,0.0075093805789947,0.0201296806335449,0.2857824366646442,0.1455368500640863,-0.3231279661688961,0.1391416639089584,-0.281908243894577,-0.94929838180542,0.216422289609909,0.4097582399845123,0.0149180591106414,2024/09/23 03:29:16 PM
1646,1730433580.449152,0.0242001339793205,-0.0006833970546722,0.0371153354644775,0.3081722417370754,-0.1095244764027451,0.1490776390874412,-0.1041562035679817,-0.3033174872398376,-0.9471800327301024,0.0091366451233625,-0.0184458643198013,0.0070570474490523,2024/09/23 03:41:40 PM
613,1730433570.13634,-0.0712738558650016,0.0199806094169616,0.0051162242889404,0.2532389861230834,0.0503793110291088,-0.3031390207437527,0.0487518832087516,-0.250540941953659,-0.9668776988983154,-0.2049970924854278,-0.2516258358955383,0.0609995350241661,2024/09/23 03:24:27 PM
303,1730433567.041553,0.0092794857919216,0.0459161102771759,0.0160569548606872,0.2958490602802059,0.0543244701353217,-0.3170370420502914,0.0519387833774089,-0.2915521264076233,-0.9551438093185424,-0.0787712633609771,0.104380190372467,0.0358593985438346,2024/09/23 03:19:17 PM
748,1730433571.485359,-0.0151835083961486,0.0048179626464843,-0.0127235651016235,0.2555613765087602,0.0797132642093683,-0.3157156762037476,0.0770426467061042,-0.2527886033058166,-0.9644492268562316,0.0408909581601619,0.0739559754729271,-0.0426496304571628,2024/09/23 03:26:42 PM
1770,1730433581.686627,0.0047593861818313,-0.0050490796566009,0.0020079016685485,0.331397458110013,-0.0934699601863477,0.150827300851761,-0.0882554873824119,-0.3253647685050964,-0.9414609670639038,0.0462998040020465,0.0598662532866001,-0.0551333017647266,2024/09/23 03:43:44 PM
1117,1730433575.168206,0.0057993903756141,0.0122158676385879,0.0032881498336791,0.2298095420272795,0.0768928358112734,-0.340271547554859,0.074797548353672,-0.2277920842170715,-0.9708327054977416,0.0405923090875148,0.196488007903099,0.5658448338508606,2024/09/23 03:32:51 PM
1882,1730433582.804871,0.0037799030542373,-0.0306233763694763,0.0038786530494689,0.3484235123365172,-0.0825756164945418,0.1360078775568705,-0.077525645494461,-0.3414164781570434,-0.936709463596344,-0.0337021648883819,0.2022718638181686,0.1210472136735916,2024/09/23 03:45:36 PM
1591,1730433579.900961,0.0192986950278282,-0.024365484714508,0.0226982831954956,0.3154020852114348,-0.1192774307914184,0.147932713546341,-0.1131249964237213,-0.3101987540721893,-0.9439170956611632,-0.101290762424469,0.044163454324007,0.0423762649297714,2024/09/23 03:40:45 PM
674,1730433570.74592,0.0068258792161941,0.0374417304992675,0.0189369916915893,0.247306657168546,0.0763331559831774,-0.3105107161937773,0.0739388838410377,-0.2447934448719024,-0.9667518734931946,-0.0499231591820716,0.1303630620241165,0.0230964142829179,2024/09/23 03:25:28 PM
1626,1730433580.249425,0.0001460537314414,0.0315711796283721,-0.0048070549964904,0.298959380263478,-0.1156123500525398,0.1453163105989326,-0.1102382317185401,-0.2945258915424347,-0.9492639303207396,-0.0415946580469608,-0.0322210639715194,0.0457208193838596,2024/09/23 03:41:20 PM
321,1730433567.2218351,0.0412198677659034,0.0677308738231659,0.0075564384460449,0.2838852605177648,0.063967171323272,-0.3208035692205698,0.0613649822771549,-0.2800875008106231,-0.9580111503601074,0.0147598050534725,-0.000949160894379,-0.0355477258563041,2024/09/23 03:19:35 PM
1043,1730433574.429608,-0.0314835831522941,-0.017449602484703,0.0249592661857604,0.2393300033716383,0.0644774563157107,-0.3306331385924503,0.0625962615013122,-0.237051784992218,-0.9694783091545104,-0.0482632778584957,-0.0578659735620021,-0.1521176993846893,2024/09/23 03:31:37 PM
1727,1730433581.258045,0.0080601722002029,0.0045325458049774,0.0110189318656921,0.3053044917147071,-0.1096218209716173,0.1499640495766521,-0.1043431386351585,-0.3005836009979248,-0.9480305910110474,0.005151068791747,0.0024173408746719,0.0021709990687668,2024/09/23 03:43:01 PM
